Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
jf5cbS22aP,In-use,laptop,dell,GVbXhHuK3a,dell-model,windows,C1vC4x1za2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LON9BBlP4c,10,2024-06-25,10
6BPIUrXVIP,In-use,laptop,dell,4BhAqWeq0b,dell-model,windows,ps3o8bbiti,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,q6X3LcZqJY,10,2024-06-25,10
KNi4WSqVb5,In-use,laptop,dell,wAJCXJlSgD,dell-model,windows,7z5GryXQlU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YCmtm6z0NC,10,2024-06-25,10
rdtC140HC4,In-use,laptop,dell,014YdaRWoj,dell-model,windows,T06WPbFdO6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lcg6zza2Sl,10,2024-06-25,10
RvLUiBZHzQ,In-use,laptop,dell,jfA9eu3pwO,dell-model,windows,eGQRox8Dze,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,D0sDBZ7Yxx,10,2024-06-25,10
ekVBnJuS73,In-use,laptop,dell,uOjmXmFb8V,dell-model,windows,UC5G9QOGyl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WpZdeBtIXb,10,2024-06-25,10
LCWbgBOHdZ,In-use,laptop,dell,Cr6HdygUhJ,dell-model,windows,hiO5h1M0oQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WUxTctuVWj,10,2024-06-25,10
gMARqhf0KY,In-use,laptop,dell,0dgnlZvYlu,dell-model,windows,fT0SM5Rbrc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,E6SuInCkzG,10,2024-06-25,10
Jt6QmbDnz9,In-use,laptop,dell,JdgOy7wE1W,dell-model,windows,UguCnpxVVn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0bpaAjtzzB,10,2024-06-25,10
7NaJctva0g,In-use,laptop,dell,A5ojbhPADB,dell-model,windows,nK030EVIMu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,aWvXQA1uus,10,2024-06-25,10
AMDwvyhjRA,In-use,laptop,dell,DUvDubGsnB,dell-model,windows,r3vmlINJyY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3NyjHm0eeS,10,2024-06-25,10
YjsUnlCa58,In-use,laptop,dell,g6qhXRQva9,dell-model,windows,SFuT6efvjL,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OT9KMGPexz,10,2024-06-25,10
2ydgAVmZtd,In-use,laptop,dell,9683z9OKY6,dell-model,windows,gd9rcrPTqz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4dOCUJOXYx,10,2024-06-25,10
1OdeJfIIhI,In-use,laptop,dell,fmTz5IPpms,dell-model,windows,aA9JfG3Zq3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,PCaMjfXryI,10,2024-06-25,10
bZviVJrYFE,In-use,laptop,dell,HiJCSW3bp3,dell-model,windows,PGgOdCD2ou,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rqRkglLqBp,10,2024-06-25,10
ujXPTE7OOi,In-use,laptop,dell,gElnBB9nGM,dell-model,windows,inTeI6YRvl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WdWPJKf1mZ,10,2024-06-25,10
J0Oto3nyOw,In-use,laptop,dell,NoHTckLYv0,dell-model,windows,tsd8a8IE5T,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,n5Cg4ivuup,10,2024-06-25,10
1okSLKWhrW,In-use,laptop,dell,62vgC8akPE,dell-model,windows,ynhvpcLhCp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,usg8w31CiR,10,2024-06-25,10
vFcjsTbVDk,In-use,laptop,dell,mnRwKpqHrH,dell-model,windows,YQHOIfCbpn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O0sYoVN2ZJ,10,2024-06-25,10
9Sc6fk8Ktq,In-use,laptop,dell,rizE1UGKLS,dell-model,windows,xVI6H3TD88,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lSLkkq0QPH,10,2024-06-25,10
ZSEm7vj03i,In-use,laptop,dell,MOCzpXrAa5,dell-model,windows,ZctVcUoUYO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SLvBxmzT8M,10,2024-06-25,10
i21TFlG27L,In-use,laptop,dell,0rfqq2pAu3,dell-model,windows,JrxifKiHip,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3tdV0MyKrd,10,2024-06-25,10
M6gXhK9rr6,In-use,laptop,dell,QgivpveTte,dell-model,windows,r4YLCJsVYE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Dd1fl414x6,10,2024-06-25,10
0suOGpzeqo,In-use,laptop,dell,T9u50gx6vf,dell-model,windows,JyvGr9pcNV,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4lWbVnmJd8,10,2024-06-25,10
v3KK4qAJf4,In-use,laptop,dell,xVKo1gSo4b,dell-model,windows,efbYZpMrHF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2C1kELP2A6,10,2024-06-25,10
Azr1cK1Ppa,In-use,laptop,dell,4VQ5H6rxee,dell-model,windows,A6rbA5Mbl6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Gt8iLcsZMz,10,2024-06-25,10
wgrYHhx2Sl,In-use,laptop,dell,5eBLw2k8xN,dell-model,windows,ohKzVyLgAf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,D1ZyBPRkBX,10,2024-06-25,10
IJBXf0R2Vt,In-use,laptop,dell,eNROUqEJnc,dell-model,windows,chVAACfCzB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nq6Fv6qzn4,10,2024-06-25,10
ns8EWBy0aC,In-use,laptop,dell,rYBbgwMo0t,dell-model,windows,L8I3taH9TR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,16AWE2xiB3,10,2024-06-25,10
cT5lDjV5oo,In-use,laptop,dell,OjCnv7k1xu,dell-model,windows,GD3YVJNQW4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FaoWiCAhI2,10,2024-06-25,10
EozJdNaeU4,In-use,laptop,dell,H3rXsbYVOm,dell-model,windows,k9f6lIg7eY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YDroAlrywq,10,2024-06-25,10
kmR0DIOgqO,In-use,laptop,dell,gKBtzL9QBc,dell-model,windows,dAgxYEt5R9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2GhUAobRj2,10,2024-06-25,10
stdelzrHW7,In-use,laptop,dell,YrKTGtSASQ,dell-model,windows,yheoWy0j3Y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,X2crBvqDj7,10,2024-06-25,10
Z9UInEqJyw,In-use,laptop,dell,WHicgwnnoo,dell-model,windows,RcRKtfTGCf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gYrMdwh8Pn,10,2024-06-25,10
irZgduIrDM,In-use,laptop,dell,yd5WIr5hng,dell-model,windows,jTcBpOb0u7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AVaROJ20SG,10,2024-06-25,10
vsxgacJrzy,In-use,laptop,dell,eI30i0UNs5,dell-model,windows,O4qtdubjOI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,uBaK6M3fUQ,10,2024-06-25,10
aBZsVJIiBf,In-use,laptop,dell,8SPkj92Ca9,dell-model,windows,KwMUTamitq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bNmbt00QeN,10,2024-06-25,10
DOzHx7c7SL,In-use,laptop,dell,fKawePampg,dell-model,windows,eFFVOj8ALi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,m90ebRYj63,10,2024-06-25,10
S2GAzBUjD5,In-use,laptop,dell,CBV5pKC8Dt,dell-model,windows,MwrJY3svFI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nznokvWWeb,10,2024-06-25,10
9xC8Kplrwu,In-use,laptop,dell,ZLwBpEmOXx,dell-model,windows,etUKD3BXAu,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,oBYcMUGehc,10,2024-06-25,10
taRMYlVw4l,In-use,laptop,dell,kVlQHL6kRp,dell-model,windows,GhJpUnYpPn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TIqrvGdwDU,10,2024-06-25,10
qaE3ez7oHX,In-use,laptop,dell,8sGagcETKp,dell-model,windows,5cvxKJoJHb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kPLInafAQi,10,2024-06-25,10
xe175VHZs5,In-use,laptop,dell,LfLZv0r0tJ,dell-model,windows,13sPPE9kqo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KD6dj4Zjch,10,2024-06-25,10
W1EAJa2CuW,In-use,laptop,dell,8c0gKYFTws,dell-model,windows,twqAQW8oKq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,nrjpYpLGxB,10,2024-06-25,10
WmBWXuQBkg,In-use,laptop,dell,HVq2hmspwN,dell-model,windows,EaQjS9G8r9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2JR1ecZJQD,10,2024-06-25,10
16sKkn241R,In-use,laptop,dell,CyaJuWi3gL,dell-model,windows,It4e1LaHVi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iVzZU3e601,10,2024-06-25,10
LZNnu11TUH,In-use,laptop,dell,zoVOIV0Zsc,dell-model,windows,HnV0pApcIW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,OjoHwg4SX9,10,2024-06-25,10
OnYG87MGhS,In-use,laptop,dell,35awG58gKx,dell-model,windows,oW22miHskZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,bWB8mlpgnx,10,2024-06-25,10
3ILukB7QDB,In-use,laptop,dell,1pGVh9OoYW,dell-model,windows,vUxsBTL9hc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FGlkIkc9qA,10,2024-06-25,10
OGnuuYqcO5,In-use,laptop,dell,tBoo7Ui80M,dell-model,windows,evlTBIpmZp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fDJqlYfB5r,10,2024-06-25,10
soxtz3GBzU,In-use,laptop,dell,4Rg1NqbvfQ,dell-model,windows,9pcNfOIndJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mRcV42gv4B,10,2024-06-25,10
2pKKaMIS7v,In-use,laptop,dell,nNlDKd5Ubg,dell-model,windows,h25D1dhCns,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hpXOxQfBnR,10,2024-06-25,10
XLdAwoEUXk,In-use,laptop,dell,slkZzngISp,dell-model,windows,MhItWaQ1Mg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,prcBWgvFqd,10,2024-06-25,10
X6MSKmC72R,In-use,laptop,dell,30cZm3lxVq,dell-model,windows,Se7mKRnMdp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,N2LCrIzj0e,10,2024-06-25,10
VdYmOTy3uf,In-use,laptop,dell,SgZ11xqm3U,dell-model,windows,szifK3VvEE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,LkuQZiW6KI,10,2024-06-25,10
CKneCnSnAR,In-use,laptop,dell,TQPpyk91Rm,dell-model,windows,FnJZnsPPUR,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YrGUmtH9N7,10,2024-06-25,10
sca2BQhcAd,In-use,laptop,dell,ne0SBHAAGO,dell-model,windows,oPt2pUKTY9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9kUD6ZOXlF,10,2024-06-25,10
TOkB3tEqS4,In-use,laptop,dell,OOFP9Q8jE4,dell-model,windows,AiFiSprMEa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o3Zv2lBnAa,10,2024-06-25,10
sO8SXmjolp,In-use,laptop,dell,7zQniP6BaK,dell-model,windows,LMylKiCxC9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2nzcJ1Cl35,10,2024-06-25,10
QwaKPo2PxK,In-use,laptop,dell,aRbI0gPveC,dell-model,windows,wbmqMSwjaP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eJvHD9qGIC,10,2024-06-25,10
AApDfdEr0c,In-use,laptop,dell,xRNtIQ23bw,dell-model,windows,zOFkK73VwY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,MGs6fc6YA2,10,2024-06-25,10
YD4r18wXpN,In-use,laptop,dell,IyEIDie015,dell-model,windows,UXYFHFle8X,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,g1VlI0hmuh,10,2024-06-25,10
ucN6f4KVaB,In-use,laptop,dell,jE35PVdmiL,dell-model,windows,6rUvwys0ZT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mVcUnczLOv,10,2024-06-25,10
0hz1suk2Pr,In-use,laptop,dell,uPQ87Blp0Y,dell-model,windows,ACjKYFrxKm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jQz3j61laN,10,2024-06-25,10
EAbd8l6C04,In-use,laptop,dell,Tclp9YIrSv,dell-model,windows,pVUENne8bk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5iIkYyJBOq,10,2024-06-25,10
W6cY1W8xfv,In-use,laptop,dell,7N5gTIV1VW,dell-model,windows,AkRQWOxzTZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QutgbN4D1H,10,2024-06-25,10
ZKly65jRJP,In-use,laptop,dell,qPuGEW36wI,dell-model,windows,hNYU8AirNx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,p5jkyybr3I,10,2024-06-25,10
382SPZBdmo,In-use,laptop,dell,lXFI1kZMJb,dell-model,windows,xKNysFkl7w,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,z2zwMn7zEX,10,2024-06-25,10
qWx7jcoeLD,In-use,laptop,dell,h7JwuCGNlG,dell-model,windows,qSONQPFqVE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zuAmgmZ4Nc,10,2024-06-25,10
Fs5PSlKxHa,In-use,laptop,dell,p4In6Owode,dell-model,windows,pAdj74XgOO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WnqdVFEt99,10,2024-06-25,10
vM8UEoqeEx,In-use,laptop,dell,4J35l0Niig,dell-model,windows,UhYXahsEKT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6SBYftKnzN,10,2024-06-25,10
hODBWIQhb1,In-use,laptop,dell,sb9BIgLIPD,dell-model,windows,BzL5aVPF7r,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CJY0pxaqeb,10,2024-06-25,10
Oh4XOXEe5A,In-use,laptop,dell,IoRGlJ34St,dell-model,windows,Zvm6dDYO32,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7Gl1SWs5tB,10,2024-06-25,10
NmLcUIzhU3,In-use,laptop,dell,l7IrzlpnjK,dell-model,windows,Snq9vToTxZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,A3c2xqTkLN,10,2024-06-25,10
qDfFGqUWBT,In-use,laptop,dell,EjJy9Bnt2j,dell-model,windows,j7rkdotJLy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YWrf8PFoIk,10,2024-06-25,10
70BzQNSCAp,In-use,laptop,dell,1DhIDYboH5,dell-model,windows,MW85apIoTH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iS5RzBFMeC,10,2024-06-25,10
TD6LUZeJrE,In-use,laptop,dell,XGXv9tGJoN,dell-model,windows,aKOief0JHJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Iyq9kckBiC,10,2024-06-25,10
soO9UYQj8n,In-use,laptop,dell,N3p3oW5kwI,dell-model,windows,yExYjocfrz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ShDqbpEH5R,10,2024-06-25,10
0PmFmfHPwc,In-use,laptop,dell,gsympmHhJB,dell-model,windows,l2sO4eVhsy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,sWxuE19nvi,10,2024-06-25,10
AUp5Zuw6bd,In-use,laptop,dell,wzSsGawNGj,dell-model,windows,ecHybkJR55,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1sTely5Cq6,10,2024-06-25,10
s0ib650Wce,In-use,laptop,dell,wQ6THhQPlS,dell-model,windows,sa2qrpNiFX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fVnFyWz5QB,10,2024-06-25,10
LTUgGku2X6,In-use,laptop,dell,iMdIWn8OKY,dell-model,windows,DkCmN3mnN0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,otT7mI4vIY,10,2024-06-25,10
WUPOUIigDh,In-use,laptop,dell,dDgg1bcYe5,dell-model,windows,DVw6C0dzwr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rjlNbndYgo,10,2024-06-25,10
wHH84yjyAH,In-use,laptop,dell,KYqCY0hdSv,dell-model,windows,IVOB2PgAFI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9iyrbmTRh3,10,2024-06-25,10
1B8xiMFiDp,In-use,laptop,dell,XDYUOR6VxO,dell-model,windows,tbu0ClCyjZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5bQxWPudRt,10,2024-06-25,10
Qx79L5h62r,In-use,laptop,dell,M7bBxiIsqq,dell-model,windows,tsgOT3MIo0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Hn19dVl7XT,10,2024-06-25,10
wcsRuPDoK5,In-use,laptop,dell,pmF4YW72Qi,dell-model,windows,flhruLHgQs,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SjxN9NhXT9,10,2024-06-25,10
U1aEOxtlWq,In-use,laptop,dell,4uEz7E2g8c,dell-model,windows,wzGJToANhX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TvosqEXnVw,10,2024-06-25,10
59sgNrA6NS,In-use,laptop,dell,VXtCoLc2zB,dell-model,windows,Gbekyo2L0d,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,J9SZ87O05F,10,2024-06-25,10
ShL8KTahTC,In-use,laptop,dell,2GPOEEqRfA,dell-model,windows,wcG45ygvX9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mhSmFVYeEV,10,2024-06-25,10
ytxvhGuSsB,In-use,laptop,dell,n4LGcErFaq,dell-model,windows,7n2dR9LZML,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0JuqhBSVnR,10,2024-06-25,10
PxPgzJ2R32,In-use,laptop,dell,kbuHFG1kmS,dell-model,windows,DqJRwlVZ9s,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,dd2R6vi7KZ,10,2024-06-25,10
187fYpGgti,In-use,laptop,dell,3VEy9ywlQ6,dell-model,windows,Hu3pXpIIoN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,u9RQSqUXUm,10,2024-06-25,10
cR9Vrlcr8Z,In-use,laptop,dell,a4t79AmcHi,dell-model,windows,NmYyxeOB3M,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hrAs6m8A7Q,10,2024-06-25,10
oMxxBtiAhe,In-use,laptop,dell,BPAM3POUUw,dell-model,windows,OgXGBtiXYP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AwjIeGkiZR,10,2024-06-25,10
CVuNnSCdCe,In-use,laptop,dell,MafR4vrXlz,dell-model,windows,BNpKyfRWi0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,izkpivmREb,10,2024-06-25,10
pHkw5K4tC9,In-use,laptop,dell,ZwJ0At4X8N,dell-model,windows,hs0rF5rwtt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JRvmDCZMNs,10,2024-06-25,10
7Od17kHAxy,In-use,laptop,dell,yjbyDx6t8A,dell-model,windows,pVpCX8TR8C,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,fgmp6PiBUe,10,2024-06-25,10
QEB9AJGx2Y,In-use,laptop,dell,71EpgiuxBv,dell-model,windows,aESfFmpVIN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,j3nF9BC5i6,10,2024-06-25,10
lQs3BEtWd5,In-use,laptop,dell,CuNrCOWoan,dell-model,windows,D6ejlwIYjY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Ga6mWDxhEH,10,2024-06-25,10
5AnG8nhT8i,In-use,laptop,dell,iRgnP1OdtJ,dell-model,windows,dIlPAkO7dD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FjZus0Bx6Z,10,2024-06-25,10
l5qO92fKle,In-use,laptop,dell,FvBheVSrUi,dell-model,windows,XpvexNdxGk,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rI1j6YXxhl,10,2024-06-25,10
MH5ZN3NbxZ,In-use,laptop,dell,SmRv9W8l9i,dell-model,windows,hI09WxGDNm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rQdG9pOhs3,10,2024-06-25,10
3TESTawhfy,In-use,laptop,dell,WrcmbRoJMB,dell-model,windows,mZco6t1Jju,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RL4ZvaTlBi,10,2024-06-25,10
39kRTe93x4,In-use,laptop,dell,1rKf6mGjKG,dell-model,windows,oHDQvXDYLf,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TOir0iXxlc,10,2024-06-25,10
vNZWcCWTyW,In-use,laptop,dell,fWlFB4U0Fq,dell-model,windows,FtoSDebh0x,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6TvXzizyg3,10,2024-06-25,10
v2zqW3OXrG,In-use,laptop,dell,rSfAKbO0Y2,dell-model,windows,YIgZnHXMfG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pkl8U7Wzal,10,2024-06-25,10
6CfYIRzicq,In-use,laptop,dell,KSqFoRcKWx,dell-model,windows,IilWOn8Kl9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rrIzT6WB72,10,2024-06-25,10
RX6E2Vf4ig,In-use,laptop,dell,10NqZs2c7o,dell-model,windows,2RXU8N1w6A,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ZnHMDq6xrj,10,2024-06-25,10
R9Au9QJkEU,In-use,laptop,dell,JBADI9WwsF,dell-model,windows,ZEORGEl3Jb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CYuilcSbS4,10,2024-06-25,10
85JalDiDme,In-use,laptop,dell,pnyj72F0bw,dell-model,windows,TzH3tobNPW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4LglfMDn6D,10,2024-06-25,10
AzRBmtpnLo,In-use,laptop,dell,lKeVX3lOdb,dell-model,windows,v3MdggcjjY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CKyQur3NU9,10,2024-06-25,10
WAGBliSQVi,In-use,laptop,dell,TqOyrySLmV,dell-model,windows,GJlwaY3mol,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yvrfFDSciL,10,2024-06-25,10
VxNRZDWZiq,In-use,laptop,dell,xCoVkk62xe,dell-model,windows,KALGGBG4wq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hyhxwlJGLZ,10,2024-06-25,10
0O0uozxN2S,In-use,laptop,dell,yxP4k6kylw,dell-model,windows,bvaTvGeEEl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wPcBDX0oBz,10,2024-06-25,10
lmkg3aLMxO,In-use,laptop,dell,4YjCfXBcSs,dell-model,windows,Q5yyFW31ur,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,esuDZaQGfD,10,2024-06-25,10
WHfZbSVF7Y,In-use,laptop,dell,C8zf5kTVw5,dell-model,windows,vRgZ8fVDdt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QBdebiqDN4,10,2024-06-25,10
oHdVv7akJX,In-use,laptop,dell,Z4raTfljA0,dell-model,windows,hIJnVnYEGW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6IaO8wyj3o,10,2024-06-25,10
4JAJJinXAR,In-use,laptop,dell,jfZZHln5da,dell-model,windows,Wlrsc8xDR1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Auhl6bnbd7,10,2024-06-25,10
x065shLjWF,In-use,laptop,dell,lsdZenrrSB,dell-model,windows,FGdBO4mYsa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6oF8IjsPIz,10,2024-06-25,10
up7qTirYqp,In-use,laptop,dell,gMEt4L0fPQ,dell-model,windows,rc2oyIp5tp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iMx9Ofv78W,10,2024-06-25,10
3gZiErx2lb,In-use,laptop,dell,L8wooWPByO,dell-model,windows,tdubOnJPJr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,CnMYcJOLPk,10,2024-06-25,10
qTlmBabnfM,In-use,laptop,dell,NBTYWhkCNp,dell-model,windows,YfFIGUMHhz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,B9Wh4zYbIl,10,2024-06-25,10
4YmwqA97oI,In-use,laptop,dell,JKpZ8wgfdk,dell-model,windows,VS0lYFlbPC,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TNmWfVK1kF,10,2024-06-25,10
VAiQvOYqyG,In-use,laptop,dell,4nszryW8qU,dell-model,windows,EolVqADwH0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zN0YAXEoVg,10,2024-06-25,10
7X8MpyUbog,In-use,laptop,dell,pQB45Svwb5,dell-model,windows,8c3rw4BbQ9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8uhO5RmXMi,10,2024-06-25,10
CVgbZs6lIZ,In-use,laptop,dell,WlhMMYcK4s,dell-model,windows,q96RQGqxub,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Mdj5MMgy7t,10,2024-06-25,10
2w9fU9zcug,In-use,laptop,dell,it8zzU6V5d,dell-model,windows,KEMHNfRaK9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,W0kLMm9O3A,10,2024-06-25,10
jCYG2GOMkJ,In-use,laptop,dell,UdDbs4dHvC,dell-model,windows,AIAq4yOlYp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,1pngsqIDR4,10,2024-06-25,10
