Asset Number,Device Status,Device Type,Manufacturer,Model Number,Model Name,Operating System,Serial Number,Device Procurement,Start Date,End Date,Additional Information,Assigned User's ID,Assigned User's Email,Assigned Date,Unassigned Date,TextCustomField,NumberCustomField,DateCustomFiled,PriceCustomFiled
YFmwcTVc1e,In-use,laptop,dell,YW5a8XjbwW,dell-model,windows,USaMOCniDX,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,7Yh30PizxI,10,2024-06-25,10
jIqngffsvk,In-use,laptop,dell,5d7CwC8keY,dell-model,windows,exkr7YYuz9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,S5vZdBQOC9,10,2024-06-25,10
bOoa4PWXVv,In-use,laptop,dell,Q0f7R1cZ5i,dell-model,windows,eVkkDML6c3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,XAF3aNiz7I,10,2024-06-25,10
cgIqun9JuC,In-use,laptop,dell,hNWyi9lSRN,dell-model,windows,2XKrZ6t6RT,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pasIRphzG6,10,2024-06-25,10
O1yLKB6bVL,In-use,laptop,dell,Z77goMR4Ee,dell-model,windows,wYVjQw1S2Y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,v06Z5OusXM,10,2024-06-25,10
vfja5tvBgW,In-use,laptop,dell,ZMNYAjwUMz,dell-model,windows,c0k9M8te6O,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jfH1ia1NFN,10,2024-06-25,10
ZF1ijsz23l,In-use,laptop,dell,V01riyxMVE,dell-model,windows,Jcq9nOePDM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QPl9MlsQwQ,10,2024-06-25,10
DzDGtBcEpB,In-use,laptop,dell,24Odl9RrWj,dell-model,windows,Mj9uAVka9y,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O4053cjy1L,10,2024-06-25,10
eCASKkzFOW,In-use,laptop,dell,HtJAoOCYrT,dell-model,windows,UAVGnooKC1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,j9Urzz1Y8I,10,2024-06-25,10
pcVzK81yIw,In-use,laptop,dell,R5HjZfm6Q4,dell-model,windows,vNye5K8qc3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8HVgN31ln6,10,2024-06-25,10
674MSI497i,In-use,laptop,dell,xc4TIzMOFF,dell-model,windows,FqMzYTlxDA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ssYXve98Di,10,2024-06-25,10
DojcOokECF,In-use,laptop,dell,55YpsEm8Sf,dell-model,windows,wKRq3whmO9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,jlNgH7U7Rl,10,2024-06-25,10
AXOhr7L9ie,In-use,laptop,dell,SYhCIbEktt,dell-model,windows,07hwd3vHGm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,AYaTPGHwdw,10,2024-06-25,10
yD5s3zBdSq,In-use,laptop,dell,6QzrQ6xaGD,dell-model,windows,A3vMQ6yIwj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EBb7rj51HN,10,2024-06-25,10
3tHOUoMhKM,In-use,laptop,dell,u6WGbVUiKw,dell-model,windows,oYhiXnFDxE,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,xxoM8d3BGv,10,2024-06-25,10
Ev9Dm2ZSHT,In-use,laptop,dell,vzeK6QSz4p,dell-model,windows,Dc8VPcNFec,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,NiRwflSvtS,10,2024-06-25,10
jn3R98s1YJ,In-use,laptop,dell,kmKTiIj2PG,dell-model,windows,1PAmh3QkP9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Zs3JcWtmqF,10,2024-06-25,10
mkdBl3chv3,In-use,laptop,dell,Qechp88J4Y,dell-model,windows,rpySbi3tOl,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BUnoG7c03V,10,2024-06-25,10
ETMN8XtxVn,In-use,laptop,dell,y6zTsftgk2,dell-model,windows,CBxhXewPU5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lOt8U7gh4Z,10,2024-06-25,10
nlWwPFoN85,In-use,laptop,dell,uejlEpseNQ,dell-model,windows,frqZd8MslA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KktESm7VkX,10,2024-06-25,10
ClMU9LCGip,In-use,laptop,dell,DmUadR7cJQ,dell-model,windows,XZSSlQX01B,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KkNRr9eAXR,10,2024-06-25,10
nThK0Z5lzb,In-use,laptop,dell,ucixX3nuc4,dell-model,windows,Cyh3AEnVL6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SR9JevwqCb,10,2024-06-25,10
RfgDXFiffo,In-use,laptop,dell,aejRugOjQ5,dell-model,windows,qiD0Lo6Kds,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,J8tnD5LH9S,10,2024-06-25,10
akR0IYfh3Y,In-use,laptop,dell,lgSybLvacb,dell-model,windows,YERcujUy9V,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,mWbV5Nsy1s,10,2024-06-25,10
iyp7HaxSwG,In-use,laptop,dell,D9ZQ3os9nK,dell-model,windows,vjTae0eJui,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eOENOHzrcL,10,2024-06-25,10
Qo3S1NrE9W,In-use,laptop,dell,uqMwLtkNsa,dell-model,windows,c8kzFTdnJa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,hImGcHRjgD,10,2024-06-25,10
HkCvyviHaK,In-use,laptop,dell,4NXWdQorcI,dell-model,windows,tLzjxdhANZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O5hjEptFaq,10,2024-06-25,10
1rRIYKhqEf,In-use,laptop,dell,0nl5PAvKc5,dell-model,windows,7s2GcWIf3o,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Faw8Pl4QwS,10,2024-06-25,10
Oivr9cGFuN,In-use,laptop,dell,sXU71yO7VA,dell-model,windows,PJz90hcURi,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,l8nmuLJH6x,10,2024-06-25,10
x5Qhv1g2NF,In-use,laptop,dell,iMtEQw5G1k,dell-model,windows,N9X2z3EvOP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,orN12QIJTm,10,2024-06-25,10
31GinWUV4r,In-use,laptop,dell,RAMkKSGwhB,dell-model,windows,lqCRfC6kj2,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SfntYZbFCt,10,2024-06-25,10
oI86im8nEQ,In-use,laptop,dell,4BppMLNg3R,dell-model,windows,JYOvHqFZF0,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yRay7WWIeG,10,2024-06-25,10
yCucTvaH8H,In-use,laptop,dell,QFTwNfWXbN,dell-model,windows,LSsIAu1Bg4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EqlBPFmcIV,10,2024-06-25,10
vwZVeopblm,In-use,laptop,dell,fuOBoMfZoK,dell-model,windows,By9jmqlEf9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BVTFr3y9mm,10,2024-06-25,10
sHFHp2Tqca,In-use,laptop,dell,EfpjLeQDsc,dell-model,windows,Fe6aReg6uA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,cVAimi6qSR,10,2024-06-25,10
OlOOFmJ9Di,In-use,laptop,dell,pDWqO01pQj,dell-model,windows,GXSiWteMll,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RU0JcmL3qJ,10,2024-06-25,10
63AwucTPDx,In-use,laptop,dell,e3zKqoCqp2,dell-model,windows,wum7S9BlcN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eI0tmwvuKo,10,2024-06-25,10
boEmnTRM9R,In-use,laptop,dell,hs5dM9asTs,dell-model,windows,FIpVsEwBRW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,x81iO3zIPF,10,2024-06-25,10
EUAQxay5Ni,In-use,laptop,dell,PPsTG7F3R8,dell-model,windows,Xv4udG4JfA,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ktJJNQNL5p,10,2024-06-25,10
HFP3tqPEHt,In-use,laptop,dell,wDOO7UpgCU,dell-model,windows,WHMKIZt9Q1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2Lxy7dg7ha,10,2024-06-25,10
A2bWtg2j6b,In-use,laptop,dell,LywfowqjdS,dell-model,windows,kxkAqOJIAe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zWEdUM9rEQ,10,2024-06-25,10
ZcvUakHMYV,In-use,laptop,dell,4aTDEOdbkU,dell-model,windows,w98XeZUFRW,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SMHiF1uflh,10,2024-06-25,10
ixgpDIR303,In-use,laptop,dell,sm55QXVZTY,dell-model,windows,UD1OQjsfA5,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BVWlCdXa7p,10,2024-06-25,10
jcXodzaHDJ,In-use,laptop,dell,BYg5ISuWpi,dell-model,windows,nTFMAjmzBp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,u3wbqMs9Z7,10,2024-06-25,10
rdZI68Pd6l,In-use,laptop,dell,EPXRZJuXdU,dell-model,windows,KC1lRA4XQ4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,rEgJlGnEtK,10,2024-06-25,10
nNMfEcHDGh,In-use,laptop,dell,ewv7kUQOvu,dell-model,windows,ZzJd1mzCUx,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,SEBLeT0PVc,10,2024-06-25,10
dKdh205R36,In-use,laptop,dell,uXUhWk1wwr,dell-model,windows,dF5d69XZOg,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,V3GgevGlBb,10,2024-06-25,10
rCF0CkCkvH,In-use,laptop,dell,HSHwYHoRCm,dell-model,windows,TTWJs9kleD,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,MtUK7sv0wf,10,2024-06-25,10
aZ7DRYxZLJ,In-use,laptop,dell,grO1FjhI5b,dell-model,windows,90uvdJdUmO,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,oXXfSkUQdd,10,2024-06-25,10
uIBpZo0Kwz,In-use,laptop,dell,YBybgo5XVI,dell-model,windows,j2jDUGqGvY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,F54BQxC5ZP,10,2024-06-25,10
LzQVFwT4G2,In-use,laptop,dell,QLTUr6fw9A,dell-model,windows,j5mt4oZt0b,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TaEcpYsnpA,10,2024-06-25,10
rifvg8jsbp,In-use,laptop,dell,hIa8UUPDBY,dell-model,windows,tSk5hWF7mI,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,JvWbJFzmE1,10,2024-06-25,10
NxhyhdrzDg,In-use,laptop,dell,OzDQXP11gl,dell-model,windows,NEppAFkdnY,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eJ9d0ILvpF,10,2024-06-25,10
jHP9vubgZN,In-use,laptop,dell,iBLPWYxnwK,dell-model,windows,SdRTEzDMUq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,aKQC8OwYC4,10,2024-06-25,10
cWF52nOIH0,In-use,laptop,dell,49CrUgOaHI,dell-model,windows,wyJGFPHaXh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qRtXjW3Fkc,10,2024-06-25,10
DmYN4jQhns,In-use,laptop,dell,BVAPnNL9eA,dell-model,windows,nSeyW7sN52,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,3TbRvKzWjL,10,2024-06-25,10
BoWkWHXhgH,In-use,laptop,dell,zlMalSb5xh,dell-model,windows,5leC61d5DP,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IRgEksZiAO,10,2024-06-25,10
rfVRYKlhgp,In-use,laptop,dell,BxDL6gbZmy,dell-model,windows,VpI9qsNrTN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,RpPTnvlNDF,10,2024-06-25,10
RQfZvyE2an,In-use,laptop,dell,iQjsHZvFEA,dell-model,windows,Mruze8jnMm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,9zgFJzMzoD,10,2024-06-25,10
0BSHu1I9Ff,In-use,laptop,dell,lZoxpT2mWs,dell-model,windows,vDcklowDBv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5jD7uhNltd,10,2024-06-25,10
yVipNTz09a,In-use,laptop,dell,IZzgsPaHgU,dell-model,windows,xUzHhEbMaK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,qTijzOLpsE,10,2024-06-25,10
cizabgEI0Z,In-use,laptop,dell,6WGFVNxWkr,dell-model,windows,m5Yawnts4T,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,5dDl3l9pJM,10,2024-06-25,10
UV2ND6Zs5N,In-use,laptop,dell,daYkqHCDBW,dell-model,windows,NTfZnsyIJS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,IDBGarKx9O,10,2024-06-25,10
cmbvnyxc6E,In-use,laptop,dell,HPfWg0dh9H,dell-model,windows,YKS4JZr90u,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eyx4yavCWX,10,2024-06-25,10
bgeTSPLwsN,In-use,laptop,dell,Xqe0QuerAw,dell-model,windows,vd2Z1mhy3m,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,vae16EEihx,10,2024-06-25,10
6ZOPWlHsm1,In-use,laptop,dell,B9QhOS3nd5,dell-model,windows,nKMeh5CrEK,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,O2oe8EZ1Bt,10,2024-06-25,10
jA8RSVcY7j,In-use,laptop,dell,djU6bSQazh,dell-model,windows,jzWYReLXxq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QupEYRU7BU,10,2024-06-25,10
sLEA3DlyXf,In-use,laptop,dell,fHG1qIrOwi,dell-model,windows,gTz4HBBWLc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EaFrV1x3Zs,10,2024-06-25,10
70PsE4LmkI,In-use,laptop,dell,o6Dwa9u4eW,dell-model,windows,6g3pnITAil,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ss0TPsMSXG,10,2024-06-25,10
YR3m2gdTNz,In-use,laptop,dell,DizKSY7Vlf,dell-model,windows,9uHHXD7s8R,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,X2Y2JYftrA,10,2024-06-25,10
kIqYt59Y9Y,In-use,laptop,dell,UDqgiGfeHr,dell-model,windows,3PeV40921t,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,B7cjVG7VrJ,10,2024-06-25,10
piuGpldPkG,In-use,laptop,dell,M3OxnDBpZU,dell-model,windows,B2myyhS0pz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,TchKdJ9nIM,10,2024-06-25,10
iBlrsL7uTb,In-use,laptop,dell,djsWZyr5TP,dell-model,windows,2wS3CQNrso,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,WDUkaCxrJ1,10,2024-06-25,10
wvatguSmIK,In-use,laptop,dell,b0bb6pMnbi,dell-model,windows,n3rU3uOIXN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QFozz9vVgq,10,2024-06-25,10
LuAODlbSeX,In-use,laptop,dell,MeER4XaIa9,dell-model,windows,YMqnsufVo3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ogr4XBK4Ks,10,2024-06-25,10
d50Ssyb5wf,In-use,laptop,dell,AB1qNne8Tg,dell-model,windows,L8NnZvuSM7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,36mKTGIxTY,10,2024-06-25,10
lJ6pjF7AMy,In-use,laptop,dell,zu0Wlp8g7b,dell-model,windows,ehGEhbXcUH,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YhjEcbjPjq,10,2024-06-25,10
mcwALqKIab,In-use,laptop,dell,D4gJg8aVeg,dell-model,windows,fK7FFrUVdN,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,pwWi5EMMdT,10,2024-06-25,10
oBcGEev1M7,In-use,laptop,dell,iq4UIx1B1C,dell-model,windows,XpM93VeAd9,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,n7OCYTsy7h,10,2024-06-25,10
UPfijjc3nX,In-use,laptop,dell,MmURnYZjP8,dell-model,windows,36Vj1JIoR1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Tk7J4atdAU,10,2024-06-25,10
tvGGw0Zy0v,In-use,laptop,dell,QlHciVNejm,dell-model,windows,5DkhMsozWv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gDR2x68g3X,10,2024-06-25,10
bdDHtEvTNe,In-use,laptop,dell,Tp7tmyCPFb,dell-model,windows,oUXxzmpjJU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,gT3U8Vhqc4,10,2024-06-25,10
GrslRRSaOL,In-use,laptop,dell,57cgEhoOFw,dell-model,windows,Vu1M6xCILB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,UGcMR9HXAP,10,2024-06-25,10
K2NHtqYgg1,In-use,laptop,dell,G6PXoS3SYw,dell-model,windows,UIiioH0HPy,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,92sobXkBf2,10,2024-06-25,10
ZtQ5kq1MhR,In-use,laptop,dell,35VTiANtUR,dell-model,windows,Ff28soWo3U,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iskxjtQ8Ta,10,2024-06-25,10
jCjKeDPBGA,In-use,laptop,dell,Q9g0qYNOoj,dell-model,windows,tNsol9ACUQ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,0TDElRM97n,10,2024-06-25,10
ZEgwg1uBUs,In-use,laptop,dell,qQHppbAt3Y,dell-model,windows,dRvmEsRCiB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,FqPeHZQ9zd,10,2024-06-25,10
nnDFKpm81s,In-use,laptop,dell,S3fMd2NVy8,dell-model,windows,PfuS71Q90D,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yg3gRc6nHk,10,2024-06-25,10
ThcsjHceZc,In-use,laptop,dell,WgFX2xgJ3l,dell-model,windows,Aq9Cf1OZIq,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,2otJl5GHZi,10,2024-06-25,10
KpRvOwMKWH,In-use,laptop,dell,g1aFmwaTkO,dell-model,windows,AjGiWwBOIS,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,eAiia2rnuk,10,2024-06-25,10
n2kA1QSLpC,In-use,laptop,dell,pikWxcGwbP,dell-model,windows,2F1OY4L3YJ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,GPB0mqsfi8,10,2024-06-25,10
QVix18RMtU,In-use,laptop,dell,uEHgnLQQ1K,dell-model,windows,DYWCzR0sox,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,k4NbrNWq7I,10,2024-06-25,10
HWaZ8XxSpG,In-use,laptop,dell,H4KRn5c1o4,dell-model,windows,SeJ2w3YnRF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,C2NCujiSKt,10,2024-06-25,10
FyWgb6x5kQ,In-use,laptop,dell,omIFrY9xYU,dell-model,windows,aiAJn8OLyB,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,o10SGEuf1X,10,2024-06-25,10
X9k2wboeVs,In-use,laptop,dell,9m43pQ5zik,dell-model,windows,zTZ4b5II9M,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,6rs9El6oLd,10,2024-06-25,10
BiTxJuAt4a,In-use,laptop,dell,EQ8HdgOSBb,dell-model,windows,zqvRGtHJxe,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,yVoz3LhmQT,10,2024-06-25,10
9BrGQzBdkq,In-use,laptop,dell,f4mdLwKHMb,dell-model,windows,H3Hngk7UEv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,Pzk6rL1KoB,10,2024-06-25,10
p4LhXXRACe,In-use,laptop,dell,pa18UGkNv6,dell-model,windows,3b8jixCkL6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,X6Cv3VvggY,10,2024-06-25,10
1DoI5eZANW,In-use,laptop,dell,R9fn300ITJ,dell-model,windows,sMTyIAOtXj,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ovRug0DiyN,10,2024-06-25,10
zKM34e5lyx,In-use,laptop,dell,h6MgTt9Zap,dell-model,windows,piniIQejN7,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,B7Y3twlo52,10,2024-06-25,10
tdvRoInPFw,In-use,laptop,dell,S8tNjDBlJE,dell-model,windows,aaVJcWENBr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,8P9uxbfsvN,10,2024-06-25,10
orEoLDN0D6,In-use,laptop,dell,gxG1vl5oLv,dell-model,windows,Wy3dwdadf1,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ggXjryYVLC,10,2024-06-25,10
wvbHI4VjNa,In-use,laptop,dell,u3nIycdekJ,dell-model,windows,DygJksRZln,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,08ilUE79vM,10,2024-06-25,10
9rQlxBHMLT,In-use,laptop,dell,a2vL2xfyy7,dell-model,windows,C4VpiuPZo6,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4WP7um7brF,10,2024-06-25,10
jWdBP6fi3J,In-use,laptop,dell,VH2HJaG2MV,dell-model,windows,3eDyvMJkZh,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ckIfon7IwU,10,2024-06-25,10
Wm91hJRj57,In-use,laptop,dell,rvXFz5ro2l,dell-model,windows,5OQAJIG2Ph,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,R89qfbDM5r,10,2024-06-25,10
fjUuhM9QMY,In-use,laptop,dell,C4EqVl6TTs,dell-model,windows,9Tz1vemQYd,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,68bJhbHcCN,10,2024-06-25,10
SNRsP6ojxU,In-use,laptop,dell,f4LWV1S2rA,dell-model,windows,1oXh9w5JIn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,musaKJEUG5,10,2024-06-25,10
RtlaJJgiaI,In-use,laptop,dell,GRN53xPvXT,dell-model,windows,8FF0WN0Jfp,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,YKYArJR0rQ,10,2024-06-25,10
SxmaJ3uPWN,In-use,laptop,dell,LgcmchjCO6,dell-model,windows,oMLGfRfUEU,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,foadW8kqRq,10,2024-06-25,10
JotJj0fnc5,In-use,laptop,dell,eIMM1igKEV,dell-model,windows,zFTmnPc1Jv,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,zdkvtBWtvm,10,2024-06-25,10
hPS3ZBq2s2,In-use,laptop,dell,JMy5xaW7qv,dell-model,windows,mfov795SIF,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QmcS3ETCNK,10,2024-06-25,10
K6P3bqAZJg,In-use,laptop,dell,UxwvV0grPG,dell-model,windows,WS8beLZnn3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,X4ASPol6JF,10,2024-06-25,10
ZzMqvkIi8l,In-use,laptop,dell,P4vuIR1BAK,dell-model,windows,UTtF57PEVm,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,iBtRvmiz9U,10,2024-06-25,10
Xs4Hm3Vdru,In-use,laptop,dell,LqJmL3BxYF,dell-model,windows,OHoAigiJqz,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lsuE6mHcAq,10,2024-06-25,10
fZIVSaAqfj,In-use,laptop,dell,Ge4KzYto8Q,dell-model,windows,qSHOKeIGKt,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QWCSFJKbsv,10,2024-06-25,10
GDFix9GSZU,In-use,laptop,dell,Y2j9ti1UT8,dell-model,windows,q5Bf3LLOhM,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,4k2o0PRMuT,10,2024-06-25,10
JaWHmuCoYo,In-use,laptop,dell,9EtxqRHYcB,dell-model,windows,a6rGFn4tmr,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,KAhBqqIOId,10,2024-06-25,10
zp61a16XBF,In-use,laptop,dell,sxk5xzQDKi,dell-model,windows,Pl948npuMa,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,DAUhNElxeA,10,2024-06-25,10
BPXqIm5UQr,In-use,laptop,dell,8ONPl9qoCt,dell-model,windows,vRNfjXbwMG,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,QPm8hQsWa3,10,2024-06-25,10
s6wWY1eYTP,In-use,laptop,dell,aO1UmADUsn,dell-model,windows,3MCAhiWYWb,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,lUd0DMNskd,10,2024-06-25,10
3iZQZ5k4vF,In-use,laptop,dell,L47jGuRMmM,dell-model,windows,J4SCQ0Bbh4,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EwDrUSHzyz,10,2024-06-25,10
YrIGfaqIcg,In-use,laptop,dell,PV1nlZC0y1,dell-model,windows,ZZh2bDZhzo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,n1Mi8Q57vr,10,2024-06-25,10
kDK1EiCMW7,In-use,laptop,dell,kzi9zNRH2W,dell-model,windows,D1HmhxUSaZ,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,ybix9k7sW1,10,2024-06-25,10
C8v6npdBle,In-use,laptop,dell,2pWtgakffZ,dell-model,windows,6hPzMKACKo,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,EfV4xTxuId,10,2024-06-25,10
xH9CJIl8gu,In-use,laptop,dell,au4XQ5kfrC,dell-model,windows,n5uDTI1sG3,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,wOweuH1RK0,10,2024-06-25,10
YhJGrD7ltS,In-use,laptop,dell,ZKUT5jLANb,dell-model,windows,LOq28ZX1Bc,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,BmjLxf3592,10,2024-06-25,10
g4cpCz1JQf,In-use,laptop,dell,i6JG0mqUyf,dell-model,windows,JFGinN7tdn,rent,2024-06-25,,memo,123456,test12345@taskel.it,2024-06-25,,kYAWxzNwsg,10,2024-06-25,10
